tm,MVm,PVm
3.870000000000000000e+02,1.000000000000000000e+00,3.592500000000001248e-01
3.880000000000000000e+02,1.000000000000000000e+00,3.609999999999999321e-01
3.890000000000000000e+02,1.000000000000000000e+00,3.592500000000001248e-01
3.900000000000000000e+02,1.000000000000000000e+00,3.602500000000000702e-01
3.910000000000000000e+02,1.000000000000000000e+00,3.592500000000001248e-01
3.920000000000000000e+02,1.000000000000000000e+00,3.602500000000000702e-01
3.930000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.940000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.950000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.960000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.970000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.980000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.990000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.000000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.010000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.020000000000000000e+02,1.000000000000000000e+00,3.632500000000000173e-01
4.030000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.040000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.050000000000000000e+02,1.000000000000000000e+00,3.642500000000001847e-01
4.060000000000000000e+02,1.000000000000000000e+00,3.632500000000000173e-01
4.070000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.080000000000000000e+02,1.000000000000000000e+00,3.642500000000001847e-01
4.090000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.100000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
4.110000000000000000e+02,1.000000000000000000e+00,3.642500000000001847e-01
4.120000000000000000e+02,1.000000000000000000e+00,3.642500000000001847e-01
4.130000000000000000e+02,1.000000000000000000e+00,3.682500000000000773e-01
4.140000000000000000e+02,1.000000000000000000e+00,3.657499999999999085e-01
4.150000000000000000e+02,1.000000000000000000e+00,3.657499999999999085e-01
4.160000000000000000e+02,1.000000000000000000e+00,3.657499999999999085e-01
4.170000000000000000e+02,1.000000000000000000e+00,3.675000000000000488e-01
4.180000000000000000e+02,1.000000000000000000e+00,3.682500000000000773e-01
4.190000000000000000e+02,1.000000000000000000e+00,3.690000000000001057e-01
4.200000000000000000e+02,1.000000000000000000e+00,3.682500000000000773e-01
4.210000000000000000e+02,1.000000000000000000e+00,3.682500000000000773e-01
4.220000000000000000e+02,1.000000000000000000e+00,3.682500000000000773e-01
4.230000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.240000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.250000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.260000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.270000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.280000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.290000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.300000000000000000e+02,1.000000000000000000e+00,3.737500000000000822e-01
4.310000000000000000e+02,1.000000000000000000e+00,3.714999999999999969e-01
4.320000000000000000e+02,1.000000000000000000e+00,3.730000000000000537e-01
4.330000000000000000e+02,1.000000000000000000e+00,3.722500000000000253e-01
4.340000000000000000e+02,1.000000000000000000e+00,3.722500000000000253e-01
4.350000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.360000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.370000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.380000000000000000e+02,1.000000000000000000e+00,3.714999999999999969e-01
4.390000000000000000e+02,1.000000000000000000e+00,3.705000000000001625e-01
4.400000000000000000e+02,1.000000000000000000e+00,3.747499999999998610e-01
4.410000000000000000e+02,1.000000000000000000e+00,3.722500000000000253e-01
4.420000000000000000e+02,1.000000000000000000e+00,3.730000000000000537e-01
4.430000000000000000e+02,1.000000000000000000e+00,3.737500000000000822e-01
4.440000000000000000e+02,1.000000000000000000e+00,3.737500000000000822e-01
4.450000000000000000e+02,1.000000000000000000e+00,3.730000000000000537e-01
4.460000000000000000e+02,1.000000000000000000e+00,3.737500000000000822e-01
4.470000000000000000e+02,1.000000000000000000e+00,3.730000000000000537e-01
4.480000000000000000e+02,1.000000000000000000e+00,3.747499999999998610e-01
4.490000000000000000e+02,1.000000000000000000e+00,3.737500000000000822e-01
4.500000000000000000e+02,1.000000000000000000e+00,3.722500000000000253e-01
4.510000000000000000e+02,1.000000000000000000e+00,3.730000000000000537e-01
4.520000000000000000e+02,1.000000000000000000e+00,3.737500000000000822e-01
4.530000000000000000e+02,1.000000000000000000e+00,3.777499999999999747e-01
4.540000000000000000e+02,1.000000000000000000e+00,3.777499999999999747e-01
